left.context	keyword	right.context	annotator	annotator2
to see Edna drink much more, because I knew she'd be feeling	real bad	in the morning, so I got out that nice canned ham and opened it	0	
AIDS, I felt really bad and I started to cry because I felt	really bad	for the people who don't have it as well off as we do.	0	
some. WESLEY What guy? WESTON Some guy. Looked respectable. Talked a	real good	line. Said it was an investment for the future. All kinds of	1	
COMPANY'S CATALOGUE OF The Best and Least Expensive Books for Real Boys and Girls	Really good	and new stories for boys and girls are not plentiful. Many stories,	1	
? That's the way it always happens in stories -- wishes seem like a	really good	idea but then you get your wish and things get all messed up.	1	
.) Their measuring stick. You know, the one that's marked	Really Bad	, Bad. Not Good, Not Good Enough, Perfect. It's killing	0	
They seemed to me to be stupid beyond all words. There was not one	really good	fight in them all, and after an honest villain like Brian de Bois	1	
for the dining-room, '' but I'm hungry, and, if I were	really good	, I believe I should want a high tea every day. '' The	0	
gives what is set down in the play, and that he means nothing	really bad	or terrible in it! Now in these days of Episcopal fanaticism, it must	0	
'd like him, '' she said, '' and he must have written a	really good	book because you're jealous. I'm going to read it. Clothilde	1	
. '' He said,' You have to name yourself after something that's	really good	, that people have confidence in. People want to know that you're	0	
alone maid. That so? he ast, all the time looking me over	real good	. Yessir, I say. Say, prison suit her just fine.	0	
his lips thoughtfully. '' Well, let me see. Do you have any	real good	cognac? '' I answered for the waiter. '' No, '' I	1	
He does.) MAYHEW (Watchfully but unsentimentally): I've got a	real good	steak in there. I'm the best cook in Chicago, Mr. Burgess	1	
Printers' Association: '' I shall never be quite happy until I have a	really good	newspaper in London. If any one of you has a good newspaper you	1	
is the first steps that cost. Do you not think -- do you not know -- that a	real good	, planted in the world, - - in social living, must spread, from	NA	
goes, it never goes like you rehearsed in your head. I'm not	really good	at dating. PASSAGE You're doing wonderful FERGUSON I tried the dating circuit	0	
and then ol' wiggley went limp. I tranced it. It was a	real good	service. Didn't nobody handlin' get bit. (Takes snake out	1	
? LALLIE JOY I don't mind, only I can't steer' em	real good	. LALLIE JOY Lallie Joy ain't got no confidence in herself. Are	0	
, but to make it an invariable rule to sell on commission, and only	really good	pictures. He used to tell me with great reserve and a diplomatic manner	1	
says, '' and don't care what you look like. Kit is a	really good	lady, and has helped me a lot by talking to her. Because	1	
fault because a lot of things happened on that play, but I felt	really bad	. The next year, Joe never said a word to me about it.	0	
course of time; for, as the population increases, the circulation of the	really good	journals is enlarged, and the publisher realizes that the demands of the readers	1	
his sentence with -- '' a great deal keener than I am. He's a	real good	fellow, but he doesn't believe in anything. There is no use	1	
) rick and stone as our visible materials. Are we now to do something	really good	with them, -- something that will be neither a mere square box nor	0	
with any encouragement, and if she thought she had been able to do much	real good	. With a sad, sweet smile she answered, '' Very little.	NA	
causing any remark. '' I am so sorry for him. Corny was always	real good	to me when I have been at Glenfield, '' added the fair girl	0	
that have no real existence. But knowledge is itself a good, and a	real good	. And the Lyceum that, in ten years' successful operation, adds	NA	
led the way back down the mountain. They were just in time for a	real good	swim before supper. Jack had been out and he had gotten four ducks	1	
(McCord also advised Shelton on golf-tour accuracy.) '' '' Kevin's a	real good	athlete, so he's been able to pull it off, '' Norville	1	
WILLIE Her mother's probably worried about her, G. W. DEEDEE It must feel	real good	to like somethin' this much. (And Shooter is putting on a	0	
, there was something just as good or better. You think something's	really bad	? Look in the past-you'll find something worse. Think something can never happen	0	
to stay on' em and make sure everything's OK. Which is	real bad	, I never seen it this bad. And I been around here since'	0	
swung his legs over the side of his bunk. '' Looks like you learned	real good	, '' he said. He examined Stan. '' Pete tells me about	0	
people around. It's a spooky place. // I fight off a	really bad	feeling that I'm going somewhere I won't be able to handle. //	1	
. PEGGY Now you're coming to your senses. KAREN And I'm making	really good	money. VIC Nothing wrong with that. KAREN There's everything wrong with	1	
mandatory to find another teacher for every 30 or so pupils. Second, since	really good	teachers are few, we must find a way of using what good ones	1	
and take her downstairs to fix her bottle. Imani a good baby. A	real good	baby. She know she got to be quiet, so when I hold	1	
gentleman here about your picture. He was sayin' it was pretty good,	real good	he seemed to think it was, for -- for a girl that had	0	
. Then pretty quick, they're all dressed up fancy, running things.	Real good	deal. '' He shrugged. '' Need a heavy man once in a	1	
pretty things within reach of hands and eyes, but money is well spent on	really good	bits of Japanese workmanship, or upon good bits of the workmanship of any	1	
: '' If you've got 1,600 people running with you, it's a	real good	time. ''  #  After ten years, it has become a capital custom	1	
I HATE to cook. In fact, sometimes when it's been a	really bad	day, I call my husband and ask him to stop at McDonald's on	1	
Russian skit? The Sisters Three? LISABETTE I mean, what if it were	really good	? Really. Really, really good. Could we? You're good	0	
now  -- for both of us. Listen, Wilma I can offer you something	really good	now. WILMA What? PEGGY I've got a friend now. WILMA	0	
ballot. Great movements brush aside all such obstacles. The peculiar service of a	really good	ballot is that, by requiring the voter to scrutinize -- at least to	1	
could learn a whole lot about women the right way, if I had a	real good	teacher. ''' Mis' Herbert just then stirred a little in her	1	
what we can do now to help that poor Lena. '' These were	really bad	days for poor Lena. Herman always was real good to her and now he	1	
wandering. Couldn't stop. It gets into you. That's a	real bad	scar you've got there. '' '' That's the one I wrote you	1	
for a home run, a curveball for a home run, but not that	real good	fastball inside, '' says one scout who has been following the Braves.	1	
. '' Gee, '' he said, '' you know, she looks	really bad	. I didn't think she was going to look so -- old. ''	0	
the flow of blood in and out of his head. The pain got	really bad	and he passed out again. They were holding him up, doubled over,	0	
to the radio fan. If you cut them open, they look just like	real good	batteries. The difference is in the quality of the ma -- terials used. And	1	
to me now that America was enteringtoo late to do Europe or the Allies any	real good	, I realized that Woodrow Wilson had finally been driven into the impossible situation	NA	
It really would be foolish for them to get rid of the people who are	really good	at their jobs. When you buy a company, you don't want	0	
think I'm still recovering from the fast. '' '' I've got some	really good	cookies my fiancee sent me. '' K. '' Thanks, no. John	1	
a trickle, then a loud gush, which faded. | '' I built it	real good	, '' said Cotton. When the water made the noise it made,	0	
